"find_number","material_category","material","feature_number","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","minimum_level_height","maximum_level_height","avg_level_height","material_simplified"
"NZR2.00523MTL200","MTL","metal: brass","999",1750,1850,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL201","MTL","metal: brass","999",1600,1900,"Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL202","MTL","metal: brass","999",1600,1900,"Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL203","MTL","metal: brass","999",1600,1900,"Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL212","MTL","metal: brass","999",1900,1937,"Interiors & Accessories","Lighting: electric",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL213","MTL","metal: brass","999",1850,1937,"Interiors & Accessories","Hook",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL217","MTL","metal: brass","999",1800,1900,"Buildings & Structures","Fastenings for metal",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL218","MTL","metal: brass","999",1800,1937,"Personal Artefacts & Clothing","Personal accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL219","MTL","metal: brass","999",1800,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL220","MTL","metal: brass","999",1800,1937,"Personal Artefacts & Clothing","Personal accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL221","MTL","metal: brass","999",1850,1937,"Interiors & Accessories","Interior furnishing: maintenance and bric-a-brac",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL222","MTL","metal: brass","999",1800,1900,"Interiors & Accessories","Locks: latches",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL223","MTL","metal: brass","999",1850,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL224","MTL","metal: brass","999",1700,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL225","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL227","MTL","metal: brass","999",1920,1937,"Buildings & Structures","Fixtures, electrical",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL228","MTL","metal: brass","999",1800,1937,"Communication & Exchange","Communication: printing",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL230","MTL","metal: brass","999",1400,1600,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL234","MTL","metal: brass","999",1700,1900,"Craft & Industry","Materials of metal working",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL240","MTL","metal: brass","999",1800,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL241","MTL","metal: brass","999",1925,1937,"Communication & Exchange","Exchange, religious: plaque",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL242","MTL","metal: brass","999",1920,1937,"Buildings & Structures","Fixtures, electrical",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL244","MTL","metal: brass","999",1850,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL245","MTL","metal: brass","999",1865,1937,"Interiors & Accessories","Lighting: kerosene or refined oil",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL254","MTL","metal: brass","999",1800,1900,"Science & Technology","Measuring: time",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL257","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL258","MTL","metal: brass","999",1500,1900,"Food Processing & Consumption","Consumption of food and drinks: table accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL259","MTL","metal: brass","999",1800,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL260","MTL","metal: brass","999",1924,1937,"Distribution & Transport","Transport, bicycle",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL261","MTL","metal: brass","999",1800,1937,"Buildings & Structures","Fixtures for water or gas",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL262","MTL","metal: brass","999",1850,1937,"Science & Technology","Adjusting screw",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL263","MTL","metal: brass","999",1800,1937,"Personal Artefacts & Clothing","Body adornment",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL265","MTL","metal: brass","999",1650,1750,"Food Processing & Consumption","Consumption of tobacco and stimulants",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL266","MTL","metal: brass","999",1890,1937,"Buildings & Structures","Fixtures, electrical",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL271","MTL","metal: brass","999",1500,1900,"Science & Technology","Measuring: weight",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL272","MTL","metal: brass","999",1800,1850,"Arms & Armour","Portable firearms: flintlocks",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL274","MTL","metal: brass","999",1700,1937,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL275","MTL","metal: brass","999",1900,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL280","MTL","metal: brass","999",1800,1900,"Food Processing & Consumption","Consumption of tobacco and stimulants",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL281","MTL","metal: brass","999",1400,1500,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL283","MTL","metal: brass","999",1700,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL287","MTL","metal: brass","999",1500,1900,"Food Processing & Consumption","Supplies, liquids general",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL288","MTL","metal: brass","999",1900,1937,"Food Processing & Consumption","Consumption of food and drinks: table accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL290","MTL","metal: brass","999",1700,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL292","MTL","metal: brass","999",1800,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL295","MTL","metal: brass","999",1800,1937,"Buildings & Structures","Fixtures for water or gas",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL298","MTL","metal: brass","999",1500,1900,"Craft & Industry","Materials of metal working",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL308","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL309","MTL","metal: brass","999",1800,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL310","MTL","metal: brass","999",1700,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL311","MTL","metal: brass","999",1600,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL312","MTL","metal: brass","999",1500,1937,"Buildings & Structures","Fixtures for water or gas",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL313","MTL","metal: brass","999",1800,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL314","MTL","metal: brass","999",1900,1937,"Interiors & Accessories","Hinge (brass)",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL319","MTL","metal: brass","999",1700,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL320","MTL","metal: brass","999",1850,1937,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL333","MTL","metal: brass","999",1800,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL365","MTL","metal: brass","999",1500,1900,"Science & Technology","Measuring: weight",NULL,NULL,NULL,"metal: brass"
"NZR2.00523MTL366","MTL","metal: brass","999",NULL,NULL,"Interiors & Accessories","Torch",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL005","MTL","metal: brass","999",1600,1800,"Communication & Exchange","Exchange, financial: monetary. Coin, outside Northern and Southern Netherlands 1588-1815",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL007","MTL","metal: brass","999",1800,1900,"Food Processing & Consumption","Food consumption: cutlery and tools",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL014","MTL","metal: brass","999",1727,1765,"Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL015","MTL","metal: brass","999",1650,1725,"Food Processing & Consumption","Consumption of tobacco and stimulants",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL029","MTL","metal: brass","999",1850,1925,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL030","MTL","metal: brass","999",1600,1900,"Interiors & Accessories","Sanitary: fixed",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL031","MTL","metal: brass","999",1600,1700,"Buildings & Structures","Fastenings for wood: nail (copper or copper alloy)",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL032","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL033","MTL","metal: brass","999",1600,1700,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL034","MTL","metal: brass","999",1800,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL036","MTL","metal: brass","999",1750,1850,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL037","MTL","metal: brass","999",1700,1800,"Personal Artefacts & Clothing","Belt clasps and mounts",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL038","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL039","MTL","metal: brass","999",1500,1800,"Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL040","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL041","MTL","metal: brass","999",1800,1937,"Personal Artefacts & Clothing","Personal accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL043","MTL","metal: brass","999",1650,1750,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL044","MTL","metal: brass","999",1700,1800,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL045","MTL","metal: brass","999",1750,1850,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL046","MTL","metal: brass","999",1724,1768,"Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL048","MTL","metal: brass","999",1800,1937,"Buildings & Structures","Fixtures for water or gas",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL051","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL052","MTL","metal: brass","999",1875,1937,"Distribution & Transport","Transport, watercraft: rigging",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL053","MTL","metal: brass","999",1900,1937,"Interiors & Accessories","Lighting: electric",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL054","MTL","metal: brass","999",1960,2000,"Buildings & Structures","Fixtures, electrical",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL055","MTL","metal: brass","999",1900,1937,"Food Processing & Consumption","Consumption: drinking",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL062","MTL","metal: brass","999",1975,2000,"Does not belong to River-context",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL065","MTL","metal: brass","999",1800,1900,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL066","MTL","metal: brass","999",1500,1550,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL067","MTL","metal: brass","999",1500,1600,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL068","MTL","metal: brass","999",1650,1700,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL069","MTL","metal: brass","999",1650,1800,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL070","MTL","metal: brass","999",1700,1750,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL071","MTL","metal: brass","999",1700,1800,"Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL072","MTL","metal: brass","999",1800,1900,"Science & Technology","Measuring: time",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL077","MTL","metal: brass","999",1881,1937,"Communication & Exchange","Communication: telecommunication",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL079","MTL","metal: brass","999",1805,1820,"Interiors & Accessories","Furniture: furniture fittings",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL080","MTL","metal: brass","999",1805,1820,"Interiors & Accessories","Furniture: furniture fittings",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL082","MTL","metal: brass","999",1800,1900,"Distribution & Transport","Transport, by animals",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL083","MTL","metal: brass","999",1500,1700,"Games & Recreation","Music: idiophone",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL090","MTL","metal: brass","999",1880,1916,"Personal Artefacts & Clothing","Personal care: skin care and cosmetics",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL094","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL095","MTL","metal: brass","999",1475,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL096","MTL","metal: brass","999",1600,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL097","MTL","metal: brass","999",1650,1800,"Interiors & Accessories","Lighting: wax or fat",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL098","MTL","metal: brass","999",1800,1900,"Interiors & Accessories","Lighting: wax or fat",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL099","MTL","metal: brass","999",1700,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL100","MTL","metal: brass","999",1600,1900,"Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL101","MTL","metal: brass","999",1600,1900,"Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL104","MTL","metal: brass","999",1500,1937,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL105","MTL","metal: brass","999",1700,1800,"Food Processing & Consumption","Consumption of tobacco and stimulants",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL111","MTL","metal: brass","999",1500,1900,"Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL117","MTL","metal: brass","999",1600,1900,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL119","MTL","metal: brass","999",1800,1900,"Food Processing & Consumption","Food consumption: cutlery and tools",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL126","MTL","metal: brass","999",1700,1900,"Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL127","MTL","metal: brass","999","1750","1850","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL128","MTL","metal: brass","999","1600","1900","Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL129","MTL","metal: brass","999","1700","1800","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL130","MTL","metal: brass","999","1500","1900","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL131","MTL","metal: brass","999","1600","1900","Interiors & Accessories","Furniture",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL133","MTL","metal: brass","999","1900","1937","Buildings & Structures","Fixtures for water or gas",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL134","MTL","metal: brass","999","1600","1900","Interiors & Accessories","Lighting: wax or fat",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL135","MTL","metal: brass","999","1500","1800","Food Processing & Consumption","Consumption of food and drinks: table accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL137-01","MTL","metal: brass","999","1900","1937","Food Processing & Consumption","Consumption of tobacco and stimulants",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL139","MTL","metal: brass","999","1800","1937","Games & Recreation","Music: aerophone",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL141","MTL","metal: brass","999","1850","1937","Interiors & Accessories","Sanitary: fixed",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL142","MTL","metal: brass","999","1700","1850","Interiors & Accessories","Hinge (brass)",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL143","MTL","metal: brass","999","1800","1937","Personal Artefacts & Clothing","Personal accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL144","MTL","metal: brass","999","1500","1900","Craft & Industry","Materials of metal working",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL149","MTL","metal: brass","999","1805","1820","Interiors & Accessories","Furniture: furniture fittings",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL151","MTL","metal: brass","999","1800","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL152","MTL","metal: brass","999","1805","1820","Interiors & Accessories","Furniture: furniture fittings",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL153","MTL","metal: brass","999","1750","1800","Interiors & Accessories","Furniture: furniture fittings",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL155","MTL","metal: brass","999","1700","1900","Food Processing & Consumption","Food preparation: cooking - and hearth utensils",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL158","MTL","metal: brass","999","1800","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL160","MTL","metal: brass","999","1700","1900","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL161","MTL","metal: brass","999","1700","1900","Interiors & Accessories","Locks: latches",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL170","MTL","metal: brass","999","1700","1900","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL172","MTL","metal: brass","999","1859","1937","Interiors & Accessories","Lighting: kerosene or refined oil",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL173","MTL","metal: brass","999","1750","1850","Interiors & Accessories","Furniture: furniture fittings",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL183","MTL","metal: brass","999","1900","1937","Interiors & Accessories","Lighting: electric",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL185","MTL","metal: brass","999","1909","1937","Communication & Exchange","Communication: audio",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL186","MTL","metal: brass","999","1900","1937","Interiors & Accessories","Lighting: electric",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL187","MTL","metal: brass","999","1900","1937","Interiors & Accessories","Lighting: electric",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL188","MTL","metal: brass","999","1900","1937","Interiors & Accessories","Lighting: electric",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL189","MTL","metal: brass","999","1890","1937","Buildings & Structures","Fixtures, electrical",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL190","MTL","metal: brass","999","1890","1937","Buildings & Structures","Fixtures, electrical",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL197","MTL","metal: brass","999","1875","1937","Interiors & Accessories","Lamp parts",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL200","MTL","metal: brass","999","1700","1900","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL201","MTL","metal: brass","999","1800","1937","Buildings & Structures","Fixtures for water or gas",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL202","MTL","metal: brass","999","1900","2000","Does not belong to River-context",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL230","MTL","metal: brass","999","1800","1937","Personal Artefacts & Clothing","Personal accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL231","MTL","metal: brass","999","1800","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL232","MTL","metal: brass","999","1500","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL233","MTL","metal: brass","999","1700","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL234","MTL","metal: brass","999","1700","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL236","MTL","metal: brass","999","1500","1900","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL251","MTL","metal: brass","999","1850","1937","Arms & Armour","Ammunition: gun and pistol cartridges",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL267","MTL","metal: brass","999","1700","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL269","MTL","metal: brass","999","1500","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL270","MTL","metal: brass","999","1500","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL271","MTL","metal: brass","999","1800","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL275","MTL","metal: brass","999","1500","1900","Buildings & Structures","Fastenings for wood: nail (copper or copper alloy)",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL276","MTL","metal: brass","999",NULL,NULL,"Buildings & Structures","Fastenings for wood: nail (copper or copper alloy)",NULL,NULL,NULL,"metal: brass"
"NZR2.00524MTL279","MTL","metal: brass","999","1700","1937","Not classified",NULL,NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL018","MTL","metal: brass","999","1775","1814","Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL033","MTL","metal: brass","999","1746","1768","Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL034","MTL","metal: brass","999","1825","1855","Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL038","MTL","metal: brass","999","1710","1765","Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL050","MTL","metal: brass","999","1806","1852","Communication & Exchange","Exchange, profane: gaming token",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL088","MTL","metal: brass","999","1500","1700","Personal Artefacts & Clothing","Headgear",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL089","MTL","metal: brass","999","1800","1900","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL091","MTL","metal: brass","999","1650","1750","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL092","MTL","metal: brass","999","1800","1900","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL094","MTL","metal: brass","999","1775","1850","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL095","MTL","metal: brass","999","1800","1900","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL096","MTL","metal: brass","999","1775","1850","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL097","MTL","metal: brass","999","1775","1850","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL098","MTL","metal: brass","999","1750","1850","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL099","MTL","metal: brass","999","1792","1815","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL100","MTL","metal: brass","999","1850","1937","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL101","MTL","metal: brass","999","1800","1900","Personal Artefacts & Clothing","Garment fastener",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL106","MTL","metal: brass","999","1700","1900","Games & Recreation","Toys: miniature interior equipment & accessories",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL110","MTL","metal: brass","999","1875","1925","Food Processing & Consumption","Food consumption: cutlery and tools",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL114","MTL","metal: brass","999","1750","1850","Arms & Armour","Portable firearms: flintlocks",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL118","MTL","metal: brass","999","1500","1650","Personal Artefacts & Clothing","Belt clasps and mounts",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL119","MTL","metal: brass","999","1700","1800","Personal Artefacts & Clothing","Shoe clasp",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL120","MTL","metal: brass","999","1700","1800","Personal Artefacts & Clothing","Shoe clasp",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL121","MTL","metal: brass","999","1700","1800","Personal Artefacts & Clothing","Belt clasps and mounts",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL122","MTL","metal: brass","999","1500","1650","Personal Artefacts & Clothing","Belt clasps and mounts",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL123","MTL","metal: brass","999","1600","1800","Personal Artefacts & Clothing","Belt clasps and mounts",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL124","MTL","metal: brass","999","1650","1750","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL125","MTL","metal: brass","999","1700","1750","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL126","MTL","metal: brass","999","1700","1750","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL127","MTL","metal: brass","999","1800","1900","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL128","MTL","metal: brass","999","1650","1800","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL129","MTL","metal: brass","999","1700","1800","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL130","MTL","metal: brass","999","1600","1700","Craft & Industry","Tools, general: sewing",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL132","MTL","metal: brass","999","1700","1900","Personal Artefacts & Clothing","Belt clasps and mounts",NULL,NULL,NULL,"metal: brass"
"NZR2.00525MTL133","MTL","metal: brass","999","1700","1900","Science & Technology","Measuring: time",NULL,NULL,NULL,"metal: brass"
