"find_number","material_category","material","feature_number","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","minimum_level_height","maximum_level_height","avg_level_height","material_simplified"
"NZD1.00405MTL070","MTL","metal: iron","888","1200","1500","Not classified",NULL,"-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL071","MTL","metal: iron","888","1825","1925","Distribution & Transport","Distribution of goods: hoisting equipment","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL072","MTL","metal: iron","888","1350","1650","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL073","MTL","metal: iron","888","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL074","MTL","metal: iron","888","1550","1875","Interiors & Accessories","Latches: key","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL075","MTL","metal: iron","888","1400","1600","Interiors & Accessories","Locks: padlock","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL076","MTL","metal: iron","888","1400","1800","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL078","MTL","metal: iron","888","1200","1500","Distribution & Transport","Distribution of goods: hoisting equipment","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL079","MTL","metal: iron","888","1350","1850","Buildings & Structures","Fastenings for wood: bolt","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL080","MTL","metal: iron","888","1300","1875","Interiors & Accessories","Heating: accessories for hearth and stove","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL081","MTL","metal: iron","888","1300","1700","Craft & Industry","Tools, general: clasping and securing","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL082","MTL","metal: iron","888","1200","1500","Interiors & Accessories","Hook","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL083","MTL","metal: iron","888","1200","1500","Not classified",NULL,"-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL086","MTL","metal: iron","888","1300","1700","Buildings & Structures","Fastenings for wood: staple","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL087","MTL","metal: iron","888","1500","1825","Craft & Industry","Materials of metal working","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL088","MTL","metal: iron","888","1200","1500","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL089","MTL","metal: iron","888","1475","1650","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL090","MTL","metal: iron","888","1250","1650","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL091","MTL","metal: iron","888","1475","1650","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL092","MTL","metal: iron","888","1400","1725","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL093","MTL","metal: iron","888","1400","1725","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL094","MTL","metal: iron","888","1475","1650","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL095","MTL","metal: iron","888","1475","1650","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL096","MTL","metal: iron","888","1400","1725","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL097","MTL","metal: iron","888","1325","1875","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL098","MTL","metal: iron","888","1400","1725","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL099","MTL","metal: iron","888","1325","1875","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00405MTL100","MTL","metal: iron","888","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00408MTL001","MTL","metal: iron","888","1500","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL002","MTL","metal: iron","888","1500","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL003","MTL","metal: iron","888","1525","1575","Arms & Armour","Hilted weapons: landsknecht daggers","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL004","MTL","metal: iron","888","1500","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL005","MTL","metal: iron","888","1350","1600","Arms & Armour","Hilted weapons: daggers. Parts and blades","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL006","MTL","metal: iron","888","1300","1625","Distribution & Transport","Transport, watercraft: equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL007","MTL","metal: iron","888","1900","2004","Distribution & Transport","Transport, bicycle","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL010","MTL","metal: iron","888","1400","1500","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL011","MTL","metal: iron","888","1500","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL012","MTL","metal: iron","888","1550","1625","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL013","MTL","metal: iron","888","1200","1500","Interiors & Accessories","Locks: latches","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00408MTL014","MTL","metal: iron","888","1250","1550","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL002","MTL","metal: iron","888","1450","1700","Interiors & Accessories","Locks: padlock","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL003","MTL","metal: iron","888","1350","1600","Personal Artefacts & Clothing","Belt clasps and mounts","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL004","MTL","metal: iron","888","1500","1575","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL005","MTL","metal: iron","888","1350","1550","Craft & Industry","Tools, general: cutting, punching, chopping","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL006","MTL","metal: iron","888","1325","1425","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL009","MTL","metal: iron","888","1350","1650","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL010","MTL","metal: iron","888","1780","1875","Buildings & Structures","Fastenings for wood: bolt","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00409MTL011","MTL","metal: iron","888","1200","1500","Distribution & Transport","Distribution of goods: hoisting equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL001","MTL","metal: iron","888","1525","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL003","MTL","metal: iron","888","1400","1500","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL004-01","MTL","metal: iron","888","1375","1450","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL004-02","MTL","metal: iron","888","1350","1450","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL004-03","MTL","metal: iron","888","1375","1450","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL004-gw","MTL","metal: iron","888","1350","1450",NULL,NULL,"-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL005","MTL","metal: iron","888","1200","1500","Craft & Industry","Tools, general: cutting, punching, chopping","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL006","MTL","metal: iron","888","1200","1500","Distribution & Transport","Distribution of goods: hoisting equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL007","MTL","metal: iron","888","1450","1870","Buildings & Structures","Fastenings for wood: bolt","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL008","MTL","metal: iron","888","1350","1650","Interiors & Accessories","Hinge (iron)","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL009","MTL","metal: iron","888","1300","1450","Distribution & Transport","Transport, watercraft: equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL011","MTL","metal: iron","888","1400","1650","Interiors & Accessories","Latches: key","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL013","MTL","metal: iron","888","1500","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL014","MTL","metal: iron","888","1550","1625","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL015","MTL","metal: iron","888","1550","1650","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL016","MTL","metal: iron","888","1550","1625","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL017","MTL","metal: iron","888","1475","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL018","MTL","metal: iron","888","1200","1500","Distribution & Transport","Transport, watercraft: equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL019","MTL","metal: iron","888","1300","1750","Distribution & Transport","Transport, watercraft: equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL021","MTL","metal: iron","888","1200","1500","Distribution & Transport","Distribution of goods: hoisting equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00410MTL024","MTL","metal: iron","888","1200","1500","Distribution & Transport","Transport, by animals","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00411MTL002","MTL","metal: iron","777","1400","1700","Interiors & Accessories","Latches: key","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL003","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL005-01","MTL","metal: iron","777","1375","1425","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL005-02","MTL","metal: iron","777","1350","1425","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL005-03","MTL","metal: iron","777","1325","1400","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL005-04","MTL","metal: iron","777","1350","1425","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL005-gw","MTL","metal: iron","777","1325","1425",NULL,NULL,"-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL006","MTL","metal: iron","777","1350","1600","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL011","MTL","metal: iron","777","1350","1650","Personal Artefacts & Clothing","Garment fastener","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL013","MTL","metal: iron","777","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL016","MTL","metal: iron","777","1400","1700","Craft & Industry","Tools, general: sewing","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL034","MTL","metal: iron","777","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL039","MTL","metal: iron","777","1350","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL047","MTL","metal: iron","777","1350","1600","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL070","MTL","metal: iron","777","1350","1650","Personal Artefacts & Clothing","Garment fastener","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL072","MTL","metal: iron","777","1550","1800","Interiors & Accessories","Hinge (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL073","MTL","metal: iron","777","1500","1825","Buildings & Structures","Fastenings for wood: nail (iron)","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL074","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL075","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL076","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL077","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL078","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00411MTL079","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL002","MTL","metal: iron","777","1350","1750","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL003","MTL","metal: iron","777","1400","1650","Interiors & Accessories","Latches: key","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL004","MTL","metal: iron","777","1000","1300","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL005","MTL","metal: iron","777","1200","1500","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL006","MTL","metal: iron","777","1350","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL007","MTL","metal: iron","777","1550","1625","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL008-01","MTL","metal: iron","777","1350","1450","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL008-02","MTL","metal: iron","777","1350","1450","Distribution & Transport","Transport, watercraft: construction","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL008-gw","MTL","metal: iron","777","1350","1450",NULL,NULL,"-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL009","MTL","metal: iron","777","1350","1600","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL010","MTL","metal: iron","777","1350","1600","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL055","MTL","metal: iron","777","1300","1500","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL056","MTL","metal: iron","777","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL057","MTL","metal: iron","777","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL058","MTL","metal: iron","777","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL059","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, by animals","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL062","MTL","metal: iron","777","1400","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL063","MTL","metal: iron","777","1400","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL064","MTL","metal: iron","777","1500","1575","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL066","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL067","MTL","metal: iron","777","1400","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL070","MTL","metal: iron","777","1600","1800","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL072","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL081","MTL","metal: iron","777","1350","1550","Arms & Armour","Hilted weapons: ballock daggers with laminated guard A1","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL094","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL095","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL096","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL097","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL098","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL099","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL100","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL102","MTL","metal: iron","777","1475","1500","Arms & Armour","Body protection: flexible. Mail","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL106","MTL","metal: iron","777","1500","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL108","MTL","metal: iron","777","1200","1500","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL109","MTL","metal: iron","777","1500","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL110","MTL","metal: iron","777","1350","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL112","MTL","metal: iron","777","1500","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL113","MTL","metal: iron","777","1500","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL114","MTL","metal: iron","777","1350","1600","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL115","MTL","metal: iron","777","1400","1500","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL116","MTL","metal: iron","777","1300","1500","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL117","MTL","metal: iron","777","1300","1500","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL118","MTL","metal: iron","777","1300","1500","Personal Artefacts & Clothing","Belt clasps and mounts","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL137","MTL","metal: iron","777","1400","1800","Interiors & Accessories","Hook","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL195","MTL","metal: iron","777","1875","2005","Buildings & Structures","Fastenings for wood: bolt","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL197","MTL","metal: iron","777","1900","2005","Buildings & Structures","Fastenings for metal","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL198","MTL","metal: iron","777","1875","2005","Buildings & Structures","Fastenings for wood: bolt","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00412MTL200","MTL","metal: iron","777","1350","1650","Personal Artefacts & Clothing","Garment fastener","-7.15","-9.07","-8.1100000000000000","metal: iron"
"NZD1.00415MTL003","MTL","metal: iron","777","1350","1800","Craft & Industry","Tools, food production: fishing and hunting","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00415MTL004","MTL","metal: iron","777","1600","1700","Personal Artefacts & Clothing","Belt clasps and mounts","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00415MTL005","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00415MTL007","MTL","metal: iron","777","1500","1700","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL001","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL003","MTL","metal: iron","777","1300","1750","Distribution & Transport","Transport, watercraft: equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL004-01","MTL","metal: iron","777","1475","1550","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL004-02","MTL","metal: iron","777","1375","1450","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL004-gw","MTL","metal: iron","777","1375","1550",NULL,NULL,"-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL005","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL020","MTL","metal: iron","777","1475","1525","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL022","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL023","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL024","MTL","metal: iron","777","1400","1600","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL025","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL026","MTL","metal: iron","777","1550","1650","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL028","MTL","metal: iron","777","1350","1650","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00416MTL029","MTL","metal: iron","777","1400","1650","Interiors & Accessories","Hinge (iron)","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL002","MTL","metal: iron","777","1300","1750","Distribution & Transport","Transport, watercraft: equipment","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL003","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL004","MTL","metal: iron","777","1325","1425","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL005","MTL","metal: iron","777","1300","1825","Craft & Industry","Tools, general: cutting, punching, chopping","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL006","MTL","metal: iron","777","1500","1575","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL013","MTL","metal: iron","777","1400","1700","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL014","MTL","metal: iron","777","1350","1550","Arms & Armour","Hilted weapons: ballock daggers. Grips, parts and blades","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL023","MTL","metal: iron","777","1300","1650","Craft & Industry","Tools, food production: farming and agriculture","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00417MTL024","MTL","metal: iron","777","1200","1500","Distribution & Transport","Transport, watercraft: construction","-7.21","-8.99","-8.1000000000000000","metal: iron"
"NZD1.00418MTL002","MTL","metal: iron","777","1450","1550","Food Processing & Consumption","Food consumption: cutlery and tools","-7.21","-9.07","-8.1400000000000000","metal: iron"
"NZD1.00418MTL003","MTL","metal: iron","777","1350","1700","Craft & Industry","Tools, general: cutting, punching, chopping","-7.21","-9.07","-8.1400000000000000","metal: iron"
"NZD1.00418MTL004","MTL","metal: iron","777","1400","1600","Arms & Armour","Bows: handbows. Arrowheads","-7.21","-9.07","-8.1400000000000000","metal: iron"
"NZD1.00418MTL005","MTL","metal: iron","777","1350","1925","Craft & Industry","Tools, general: sewing","-7.21","-9.07","-8.1400000000000000","metal: iron"
"NZD1.00418MTL006","MTL","metal: iron","777","1200","1500","Craft & Industry","Tools, food production: fishing and hunting","-7.21","-9.07","-8.1400000000000000","metal: iron"
