"find_number","material_category","material","feature_number","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","minimum_level_height","maximum_level_height","avg_level_height","material_simplified"
"NZD1.00015MTL002","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-2.89,-3.19,-3.04,"metal: brass"
"NZD1.00050MTL021","MTL","metal: iron","777",1300,1700,"Not classified",NULL,-4.95,-6.3,-5.625,"metal: iron"
"NZD1.00090MTL020","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-5.9,-7.2,-6.55,"metal: brass"
"NZD1.00093MTL002-gw","MTL","metal: iron","777",1375,1550,NULL,NULL,-5.75,-7.43,-6.59,"metal: iron"
"NZD1.00150MTL056","MTL","metal: iron","888",1825,1925,"Not classified",NULL,-6.76,-7.26,-7.01,"metal: iron"
"NZD1.00321MTL575","MTL","metal: brass","777",1600,1900,"Interiors & Accessories","Furniture",-6.21,-8.36,-7.285,"metal: brass"
"NZD1.00357MTL015-gw","MTL","metal: iron","888",1375,1450,NULL,NULL,-7.75,-8.36,-8.055,"metal: iron"
"NZD1.00374MTL013-gw","MTL","metal: iron","888",1325,1450,NULL,NULL,-7.8,-8.45,-8.125,"metal: iron"
"NZD1.00380MTL008","MTL","metal: brass","777",1800,2000,"Not classified",NULL,-6.21,-8.36,-7.285,"metal: brass"
"NZD1.00392MTL015","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.8,-8.45,-8.125,"metal: brass"
"NZD1.00412MTL013","MTL","metal: brass","777",1400,1700,"Not classified",NULL,-7.15,-9.07,-8.11,"metal: brass"
"NZD1.00412MTL119","MTL","metal: iron","777",1200,1500,"Not classified",NULL,-7.15,-9.07,-8.11,"metal: iron"
"NZD1.00412MTL141","MTL","metal","777",1200,1500,"Buildings & Structures","Fastenings for wood: nail (iron)",-7.15,-9.07,-8.11,"discard"
"NZD1.00448MTL004-gw","MTL","metal: iron","777",1350,1450,NULL,NULL,-7.8,-9.91,-8.855,"metal: iron"
"NZD1.00466MTL031-gw","MTL","metal: iron","777",1325,1450,NULL,NULL,-8.41,-10.42,-9.415,"metal: iron"
"NZD1.00469MTL005-gw","MTL","metal: iron","777",1325,1550,NULL,NULL,-8.6,-10.42,-9.51,"metal: iron"
"NZD1.00469MTL051","MTL","metal: brass","777",1450,1600,"Arms & Armour","Hilted weapons: scabbards",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00474MTL043","MTL","metal: brass","39",1958,2005,"Interiors & Accessories","Locks: padlock",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00486MTL015","MTL","metal: brass","39",1400,1700,"Craft & Industry","Tools, general: sewing",-9.15,-10.42,-9.785,"metal: brass"
"NZD1.00490MTL009","MTL","metal: iron","888",1500,1750,"Interiors & Accessories","Locks: padlock",-9.15,-10.42,-9.785,"metal: iron"
"NZD1.00503MTL002","MTL","metal: iron","777",1825,1925,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: iron"
"NZD1.00504MTL060","MTL","metal: brass","777",1950,1975,"Science & Technology","Measuring: time",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00506MTL005-gw","MTL","metal: iron","777",1300,1450,NULL,NULL,-10.8,-11.8,-11.3,"metal: iron"
"NZD1.00507MTL097","MTL","metal: lead","777",1500,1800,"Not classified",NULL,-11.9,-12.25,-12.075,"metal: lead"
"NZD1.00515MTL016","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-12.4,-12.85,-12.625,"metal: brass"
"NZD1.00519MTL004-gw","MTL","metal: iron","777",1325,1450,NULL,NULL,-10.43,-11.4,-10.915,"metal: iron"
"NZD1.00529MTL025","MTL","metal: brass","777",1800,2000,"Not classified",NULL,-11.9,-12.25,-12.075,"metal: brass"
"NZD1.00529MTL123","MTL","metal: brass","777",1500,1800,"Science & Technology","Measuring: weight",-11.9,-12.25,-12.075,"metal: brass"
"NZD1.00039MTL001","MTL","metal","777",1500,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.5,-6.2,-5.35,"discard"
"NZD1.00045MTL005","MTL","metal","777",1500,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.74,-5.65,-5.195,"discard"
"NZD1.00046MTL003","MTL","metal","777",1600,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.65,-6.0,-5.325,"discard"
"NZD1.00051MTL013","MTL","metal","777",1550,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.95,-6.3,-5.625,"discard"
"NZD1.00052MTL016","MTL","metal","777",1600,1609,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.95,-6.3,-5.625,"discard"
"NZD1.00059MTL002","MTL","metal","777",1500,1575,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.55,-6.68,-5.615,"discard"
"NZD1.00059MTL014","MTL","metal","777",1950,2000,"Distribution & Transport","Transport, bicycle",-4.55,-6.68,-5.615,"discard"
"NZD1.00070MTL021","MTL","metal","777",1500,1700,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.02,-6.84,-6.43,"discard"
"NZD1.00070MTL023","MTL","metal","777",1650,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.02,-6.84,-6.43,"discard"
"NZD1.00075MTL007","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.99,-6.8,-6.395,"discard"
"NZD1.00075MTL016","MTL","metal","777",1450,1575,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.99,-6.8,-6.395,"discard"
"NZD1.00075MTL032","MTL","metal","777",1450,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.99,-6.8,-6.395,"discard"
"NZD1.00077MTL069","MTL","metal","777",1950,2000,"Arms & Armour","Portable firearms: breechloading firearms including automats",-5.9,-6.98,-6.44,"discard"
"NZD1.00081MTL020","MTL","metal","777",1525,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.46,-6.9,-6.18,"discard"
"NZD1.00081MTL027","MTL","metal","777",1550,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.46,-6.9,-6.18,"discard"
"NZD1.00082MTL002","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.45,-7.13,-6.79,"discard"
"NZD1.00092MTL025","MTL","metal","777",1550,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.9,-7.2,-6.55,"discard"
"NZD1.00093MTL013","MTL","metal","777",1575,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-5.75,-7.43,-6.59,"discard"
"NZD1.00099MTL018","MTL","metal","777",1700,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.68,-8.25,-7.465,"discard"
"NZD1.00100MTL013","MTL","metal","777",1700,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.68,-8.25,-7.465,"discard"
"NZD1.00303MTL030","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.99,-8.25,-7.62,"discard"
"NZD1.00303MTL031","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.99,-8.25,-7.62,"discard"
"NZD1.00321MTL061","MTL","metal","777",1475,1575,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.21,-8.36,-7.285,"discard"
"NZD1.00323MTL018","MTL","metal","777",1700,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.21,-8.36,-7.285,"discard"
"NZD1.00324MTL019","MTL","metal","777",1950,2000,"Craft & Industry","Tools, general: cutting, punching, chopping",-6.21,-8.36,-7.285,"discard"
"NZD1.00383MTL021","MTL","metal","777",1550,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.9,-8.64,-7.77,"discard"
"NZD1.00383MTL022","MTL","metal","777",1500,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.9,-8.64,-7.77,"discard"
"NZD1.00383MTL023","MTL","metal","777",1500,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.9,-8.64,-7.77,"discard"
"NZD1.00383MTL024","MTL","metal","777",1500,1700,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.9,-8.64,-7.77,"discard"
"NZD1.00386MTL038","MTL","metal","777",1950,2005,"Personal Artefacts & Clothing","Personal accessories",-6.9,-8.64,-7.77,"discard"
"NZD1.00391MTL031","MTL","metal","777",1350,1550,"Arms & Armour","Hilted weapons: ballock daggers with thin iron guard A4 (if present), substantial ballocks B1 or B2",-7.47,-8.45,-7.96,"discard"
"NZD1.00397MTL001","MTL","metal","777",1675,1725,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-8.99,-8.1,"discard"
"NZD1.00397MTL002","MTL","metal","777",1700,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-8.99,-8.1,"discard"
"NZD1.00397MTL003","MTL","metal","777",1600,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-8.99,-8.1,"discard"
"NZD1.00412MTL199","MTL","metal","777",1875,2005,"Buildings & Structures","Fastenings for wood: bolt",-7.15,-9.07,-8.11,"discard"
"NZD1.00417MTL015","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-8.99,-8.1,"discard"
"NZD1.00417MTL016","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-8.99,-8.1,"discard"
"NZD1.00442MTL019","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-9.07,-8.14,"discard"
"NZD1.00445MTL003","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-9.07,-8.14,"discard"
"NZD1.00446MTL020","MTL","metal","777",1200,1500,"Buildings & Structures","Fastenings for wood: nail (iron)",-7.21,-9.07,-8.14,"discard"
"NZD1.00450MTL004","MTL","metal","777",1700,1800,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-9.91,-8.56,"discard"
"NZD1.00455MTL017","MTL","metal","777",1575,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"discard"
"NZD1.00455MTL018","MTL","metal","777",1550,1625,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"discard"
"NZD1.00469MTL125","MTL","metal","777",1911,2005,"Interiors & Accessories","Latches: key",-8.6,-10.42,-9.51,"discard"
"NZD1.00506MTL001","MTL","metal","777",1700,1750,"Food Processing & Consumption","Food consumption: cutlery and tools",-10.8,-11.8,-11.3,"discard"
"NZD1.00600MTL009","MTL","metal","777",1950,2005,"Does not belong to River-context",NULL,-23.3,-23.75,-23.525,"discard"
"NZD1.00604MTL009","MTL","metal","777",1950,2005,"Does not belong to River-context",NULL,-21.86,-22.66,-22.26,"discard"
"NZD1.00605MTL005","MTL","metal","777",1950,2005,"Does not belong to River-context",NULL,-21.86,-22.66,-22.26,"discard"
"NZD1.00023MTL005","MTL","metal: aluminium","777",1921,1921,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-4.29,-5.19,-4.74,"metal: aluminium"
"NZD1.00023MTL006","MTL","metal: aluminium","777",1922,1922,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-4.29,-5.19,-4.74,"metal: aluminium"
"NZD1.00068MTL035","MTL","metal: aluminium","777",1950,2000,"Distribution & Transport","Transport, bicycle",-4.94,-6.84,-5.89,"metal: aluminium"
"NZD1.00070MTL019","MTL","metal: aluminium","777",1950,2000,"Personal Artefacts & Clothing","Body adornment",-6.02,-6.84,-6.43,"metal: aluminium"
"NZD1.00096MTL027","MTL","metal: aluminium","777",1925,1975,"Personal Artefacts & Clothing","Personal care: hair care 1300-2005",-6.0,-7.8,-6.9,"metal: aluminium"
"NZD1.00299MTL014","MTL","metal: aluminium","888",1500,1650,"Craft & Industry","Tools, general: cutting, punching, chopping",-6.0,-7.8,-6.9,"metal: aluminium"
"NZD1.00303MTL051-01","MTL","metal: aluminium","777",1975,2005,"Food Processing & Consumption","Consumption of tobacco and stimulants",-6.99,-8.25,-7.62,"metal: aluminium"
"NZD1.00417MTL018","MTL","metal: aluminium","777",1475,1525,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.21,-8.99,-8.1,"metal: aluminium"
"NZD1.00418MTL093","MTL","metal: aluminium","777",1997,1997,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-7.21,-9.07,-8.14,"metal: aluminium"
"NZD1.00507MTL183","MTL","metal: aluminium-brass","777",1983,1983,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-11.9,-12.25,-12.075,"metal: brass"
"NZD1.00517MTL083","MTL","metal: aluminium-brass","777",1995,1995,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-12.4,-12.85,-12.625,"metal: brass"
"NZD1.00032MTL013","MTL","metal: aluminium-bronze","777",1987,1987,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-4.5,-5.68,-5.09,"metal: aluminium"
"NZD1.00079MTL056","MTL","metal: aluminium-bronze","777",1962,2002,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-5.46,-7.5,-6.48,"metal: aluminium"
"NZD1.00096MTL043","MTL","metal: aluminium-bronze","777",1994,1994,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-6.0,-7.8,-6.9,"metal: aluminium"
"NZD1.00320MTL016","MTL","metal: aluminium-bronze","777",1931,1941,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-6.21,-8.36,-7.285,"metal: aluminium"
"NZD1.00321MTL332","MTL","metal: aluminium-bronze","777",1972,1972,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-6.21,-8.36,-7.285,"metal: aluminium"
"NZD1.00321MTL531","MTL","metal: aluminium-bronze","777",1995,1995,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-6.21,-8.36,-7.285,"metal: aluminium"
"NZD1.00321MTL534","MTL","metal: aluminium-bronze","777",1962,2002,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-6.21,-8.36,-7.285,"metal: aluminium"
"NZD1.00411MTL067","MTL","metal: aluminium-bronze","777",1975,1975,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-7.15,-9.07,-8.11,"metal: aluminium"
"NZD1.00418MTL089","MTL","metal: aluminium-bronze","777",1987,1987,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-7.21,-9.07,-8.14,"metal: aluminium"
"NZD1.00466MTL159","MTL","metal: aluminium-bronze","777",1980,1980,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-8.41,-10.42,-9.415,"metal: aluminium"
"NZD1.00468MTL104","MTL","metal: aluminium-bronze","777",1978,1978,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-8.6,-10.42,-9.51,"metal: aluminium"
"NZD1.00468MTL105","MTL","metal: aluminium-bronze","777",1984,1984,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-8.6,-10.42,-9.51,"metal: aluminium"
"NZD1.00468MTL106","MTL","metal: aluminium-bronze","777",1967,1967,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-8.6,-10.42,-9.51,"metal: aluminium"
"NZD1.00501MTL023","MTL","metal: aluminium-bronze","888",1986,1986,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-10.43,-11.4,-10.915,"metal: aluminium"
"NZD1.00096MTL032","MTL","metal: billon","777",1466,1467,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-6.0,-7.8,-6.9,"discard"
"NZD1.00303MTL048","MTL","metal: billon","777",1482,1506,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-6.99,-8.25,-7.62,"discard"
"NZD1.00321MTL231","MTL","metal: billon","777",1524,1528,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-6.21,-8.36,-7.285,"discard"
"NZD1.00321MTL232","MTL","metal: billon","777",1556,1575,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-6.21,-8.36,-7.285,"discard"
"NZD1.00321MTL233","MTL","metal: billon","777",1524,1528,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-6.21,-8.36,-7.285,"discard"
"NZD1.00393MTL017","MTL","metal: billon","777",1544,1557,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.47,-8.45,-7.96,"discard"
"NZD1.00397MTL048","MTL","metal: billon","777",1482,1506,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.21,-8.99,-8.1,"discard"
"NZD1.00412MTL130","MTL","metal: billon","777",1505,1505,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.15,-9.07,-8.11,"discard"
"NZD1.00440MTL024","MTL","metal: billon","777",1505,1505,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.65,-9.91,-8.78,"discard"
"NZD1.00442MTL032","MTL","metal: billon","777",1523,1525,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.21,-9.07,-8.14,"discard"
"NZD1.00447MTL036","MTL","metal: billon","777",1573,1578,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.21,-9.07,-8.14,"discard"
"NZD1.00462MTL136","MTL","metal: billon","777",1482,1506,"Communication & Exchange","Exchange, financial: monetary. Coin, Western Europe 1200-1588",-7.65,-9.91,-8.78,"discard"
"NZD1.00517MTL067","MTL","metal: billon","777",1550,1650,"Communication & Exchange","Exchange, financial: monetary. Coin, outside Northern and Southern Netherlands 1588-1815",-12.4,-12.85,-12.625,"discard"
"NZD1.00018MTL001","MTL","metal: brass","777",1700,1850,"Food Processing & Consumption","Consumption of food and drinks: table accessories",-3.39,-3.69,-3.54,"metal: brass"
"NZD1.00019MTL002","MTL","metal: brass","777",1475,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-3.39,-3.69,-3.54,"metal: brass"
"NZD1.00021MTL004-01","MTL","metal: brass","777",1980,2005,"Food Processing & Consumption","Consumption of tobacco and stimulants",-3.69,-4.19,-3.94,"metal: brass"
"NZD1.00022MTL001","MTL","metal: brass","777",1959,1959,"Arms & Armour","Ammunition: gun and pistol cartridges",-3.99,-4.69,-4.34,"metal: brass"
"NZD1.00028MTL002","MTL","metal: brass","777",1600,1900,"Craft & Industry","Tools, general: sewing",-4.27,-5.49,-4.88,"metal: brass"
"NZD1.00036MTL001-01","MTL","metal: brass","777",1975,2005,"Food Processing & Consumption","Consumption of tobacco and stimulants",-4.5,-5.68,-5.09,"metal: brass"
"NZD1.00038MTL004","MTL","metal: brass","777",1940,1975,"Personal Artefacts & Clothing","Body adornment",-4.62,-6.2,-5.41,"metal: brass"
"NZD1.00038MTL010-01","MTL","metal: brass","777",1975,2000,"Food Processing & Consumption","Consumption of tobacco and stimulants",-4.62,-6.2,-5.41,"metal: brass"
"NZD1.00041MTL004","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-4.74,-5.62,-5.18,"metal: brass"
"NZD1.00043MTL010","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-4.65,-5.89,-5.27,"metal: brass"
"NZD1.00043MTL011","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-4.65,-5.89,-5.27,"metal: brass"
"NZD1.00043MTL033","MTL","metal: brass","777",1700,2005,"Not classified",NULL,-4.65,-5.89,-5.27,"metal: brass"
"NZD1.00044MTL003","MTL","metal: brass","777",1700,1800,"Personal Artefacts & Clothing","Garment fastener",-4.65,-6.0,-5.325,"metal: brass"
"NZD1.00046MTL004","MTL","metal: brass","777",1850,2000,"Craft & Industry","Tools, general: clasping and securing",-4.65,-6.0,-5.325,"metal: brass"
"NZD1.00046MTL005","MTL","metal: brass","777",1900,1950,"Communication & Exchange","Exchange, product specification or quality guarantee: general",-4.65,-6.0,-5.325,"metal: brass"
"NZD1.00048MTL008","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-4.95,-6.25,-5.6,"metal: brass"
"NZD1.00048MTL009","MTL","metal: brass","777",1750,1900,"Craft & Industry","Tools, general: sewing",-4.95,-6.25,-5.6,"metal: brass"
"NZD1.00048MTL013","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-4.95,-6.25,-5.6,"metal: brass"
"NZD1.00049MTL009","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-4.95,-6.25,-5.6,"metal: brass"
"NZD1.00049MTL019-01","MTL","metal: brass","777",1975,2005,"Food Processing & Consumption","Consumption of tobacco and stimulants",-4.95,-6.25,-5.6,"metal: brass"
"NZD1.00050MTL007","MTL","metal: brass","777",1700,1800,"Craft & Industry","Fire making: equipment",-4.95,-6.3,-5.625,"metal: brass"
"NZD1.00050MTL008","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-4.95,-6.3,-5.625,"metal: brass"
"NZD1.00052MTL001","MTL","metal: brass","777",1975,2005,"Personal Artefacts & Clothing","Body adornment",-4.95,-6.3,-5.625,"metal: brass"
"NZD1.00052MTL004","MTL","metal: brass","777",1450,1550,"Craft & Industry","Tools, general: sewing",-4.95,-6.3,-5.625,"metal: brass"
"NZD1.00052MTL019","MTL","metal: brass","777",1450,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-4.95,-6.3,-5.625,"metal: brass"
"NZD1.00055MTL005","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-4.95,-6.3,-5.625,"metal: brass"
"NZD1.00059MTL004","MTL","metal: brass","777",1450,1500,"Craft & Industry","Tools, general: sewing",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL005","MTL","metal: brass","777",1700,1775,"Food Processing & Consumption","Consumption of tobacco and stimulants",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL007","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Body adornment",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL008","MTL","metal: brass","777",1850,1925,"Personal Artefacts & Clothing","Garment fastener",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL010","MTL","metal: brass","777",1500,1600,"Craft & Industry","Tools, general: sewing",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL011","MTL","metal: brass","777",1450,1550,"Craft & Industry","Tools, general: sewing",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL016","MTL","metal: brass","777",1950,2005,"Science & Technology","Measuring: time",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL017","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL018","MTL","metal: brass","777",1850,1925,"Personal Artefacts & Clothing","Purse, bag and suitcase",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00059MTL019","MTL","metal: brass","777",1850,2005,"Arms & Armour","Ammunition: gun and pistol cartridges",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00061MTL010","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00062MTL001","MTL","metal: brass","777",1865,1950,"Interiors & Accessories","Lighting: kerosene or refined oil",-4.55,-6.68,-5.615,"metal: brass"
"NZD1.00068MTL001","MTL","metal: brass","777",1500,1625,"Craft & Industry","Tools, general: sewing",-4.94,-6.84,-5.89,"metal: brass"
"NZD1.00068MTL002","MTL","metal: brass","777",1575,1600,"Personal Artefacts & Clothing","Garment fastener",-4.94,-6.84,-5.89,"metal: brass"
"NZD1.00068MTL004","MTL","metal: brass","777",1550,1600,"Food Processing & Consumption","Consumption: drinking",-4.94,-6.84,-5.89,"metal: brass"
"NZD1.00068MTL005","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-4.94,-6.84,-5.89,"metal: brass"
"NZD1.00068MTL025","MTL","metal: brass","777",1850,1950,"Personal Artefacts & Clothing","Garment fastener",-4.94,-6.84,-5.89,"metal: brass"
"NZD1.00070MTL008","MTL","metal: brass","777",1700,1750,"Food Processing & Consumption","Consumption of tobacco and stimulants",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL009","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL010","MTL","metal: brass","777",1875,1953,"Personal Artefacts & Clothing","Garment fastener",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL012","MTL","metal: brass","777",1925,1950,"Not classified",NULL,-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL013","MTL","metal: brass","777",1950,2005,"Personal Artefacts & Clothing","Personal supportive aids: prosthesis",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL022","MTL","metal: brass","777",1575,1750,"Craft & Industry","Tools, general: sewing",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL030","MTL","metal: brass","777",1800,1900,"Science & Technology","Measuring: time",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL031","MTL","metal: brass","777",1920,1950,"Personal Artefacts & Clothing","Personal care: skin care and cosmetics",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL038","MTL","metal: brass","777",1935,1936,"Distribution & Transport","Transport, bicycle",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL040","MTL","metal: brass","777",1900,1950,"Food Processing & Consumption","Food consumption: cutlery and tools",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL041","MTL","metal: brass","777",1975,2000,"Communication & Exchange","Exchange, profane: insignia, pin, keyring, emblem, seal stamp, souvenir",-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00070MTL044","MTL","metal: brass","777",1300,1700,"Not classified",NULL,-6.02,-6.84,-6.43,"metal: brass"
"NZD1.00071MTL005","MTL","metal: brass","777",1400,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-4.94,-6.39,-5.665,"metal: brass"
"NZD1.00072MTL008","MTL","metal: brass","777",1600,1700,"Distribution & Transport","Transport, by animals",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL009","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00095MTL035","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-6.0,-7.8,-6.9,"metal: brass"
"NZD1.00072MTL010","MTL","metal: brass","777",1350,1600,"Arms & Armour","Hilted weapons: daggers. Parts and blades",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL011","MTL","metal: brass","777",1875,1925,"Personal Artefacts & Clothing","Garment fastener",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL012","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Body adornment",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL013","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Headgear",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL027","MTL","metal: brass","777",1450,1650,"Science & Technology","Measuring: weight",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL037","MTL","metal: brass","777",1350,1550,"Arms & Armour","Hilted weapons: ballock daggers with guard A6",-6.15,-6.8,-6.475,"metal: brass"
"NZD1.00072MTL065","MTL","metal: brass","777",1300,1700,"Food Processing & Consumption","Supplies, liquids general",-6.15,-6.8,-6.475,"metal: brass"
